Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Gene Identifier],Comment [Gene Symbol],Comment [Protein Name],Comment [UniProt ID],Primary Antibody Identifier,Comment [Primary Antibody],Experimental Condition [Secondary Antibody],Secondary Antibody Identifier,Source Name,Image File,Comment [Image File Path],Comment [Image File Comments],Comment [Image File Type],Channels
A375_EIF4G1,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr,Homo sapiens,NCBITaxon,9606,A375,EFO,EFO_0002103,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,A375_EIF4G1_01,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,A375_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_18.24.46.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_bg,Hela_0_bg_Z-stack_HF_01_2024-03-06_YunHao_17.49.54.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_NaN_01,Hela_0_bg_Z-stack_HF_01_2024-03-06_YunHao_17.49.54.zarr.zip,Hela_0_bg_Z-stack_HF_01_2024-03-06_YunHao_17.49.54.zarr.zip,Background,raw,DAPI-Nucleus; Alexa488-NaN; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_bg,Hela_0_bg_Z-stack_HF_07_2024-03-06_YunHao_17.48.47.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_NaN_07,Hela_0_bg_Z-stack_HF_07_2024-03-06_YunHao_17.48.47.zarr.zip,Hela_0_bg_Z-stack_HF_07_2024-03-06_YunHao_17.48.47.zarr.zip,Background,raw,DAPI-Nucleus; Alexa488-NaN; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_17.37.19.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_01,Hela_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_17.37.19.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_01_2024-03-06_YunHao_17.37.19.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_17.38.31.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_02,Hela_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_17.38.31.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_02_2024-03-06_YunHao_17.38.31.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_17.40.50.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_03,Hela_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_17.40.50.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_03_2024-03-06_YunHao_17.40.50.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_17.42.23.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_04,Hela_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_17.42.23.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_04_2024-03-06_YunHao_17.42.23.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_17.44.44.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_05,Hela_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_17.44.44.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_05_2024-03-06_YunHao_17.44.44.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_17.46.11.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_06,Hela_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_17.46.11.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_06_2024-03-06_YunHao_17.46.11.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_EIF4G1,Hela_1_EIF4G1_Z-stack_HF_07_2024-03-06_YunHao_17.47.22.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000114867,EIF4G1,EIF4G1,Q04637,HPA028487,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_EIF4G1_07,Hela_1_EIF4G1_Z-stack_HF_07_2024-03-06_YunHao_17.47.22.zarr.zip,Hela_1_EIF4G1_Z-stack_HF_07_2024-03-06_YunHao_17.47.22.zarr.zip,,raw,DAPI-Nucleus; Alexa488-EIF4G1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_DDIT3,Hela_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.42.39.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_DDIT3_01,Hela_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.42.39.zarr.zip,Hela_2_DDIT3_Z-stack_HF_01_2024-03-06_YunHao_19.42.39.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_DDIT3,Hela_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.41.17.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_DDIT3_02,Hela_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.41.17.zarr.zip,Hela_2_DDIT3_Z-stack_HF_02_2024-03-06_YunHao_19.41.17.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_DDIT3,Hela_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.40.03.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_DDIT3_03,Hela_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.40.03.zarr.zip,Hela_2_DDIT3_Z-stack_HF_03_2024-03-06_YunHao_19.40.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_DDIT3,Hela_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.38.38.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_DDIT3_04,Hela_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.38.38.zarr.zip,Hela_2_DDIT3_Z-stack_HF_04_2024-03-06_YunHao_19.38.38.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_DDIT3,Hela_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.37.32.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_DDIT3_05,Hela_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.37.32.zarr.zip,Hela_2_DDIT3_Z-stack_HF_05_2024-03-06_YunHao_19.37.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_DDIT3,Hela_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.36.22.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000175197,DDIT3,DDIT3,P35638,HPA058416,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_DDIT3_06,Hela_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.36.22.zarr.zip,Hela_2_DDIT3_Z-stack_HF_06_2024-03-06_YunHao_19.36.22.zarr.zip,,raw,DAPI-Nucleus; Alexa488-DDIT3; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_N4BP2,Hela_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.08.03.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_N4BP2_01,Hela_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.08.03.zarr.zip,Hela_3_N4BP2_Z-stack_HF_01_2024-03-06_YunHao_20.08.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_N4BP2,Hela_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.09.23.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_N4BP2_02,Hela_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.09.23.zarr.zip,Hela_3_N4BP2_Z-stack_HF_02_2024-03-06_YunHao_20.09.23.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_N4BP2,Hela_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.11.03.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_N4BP2_03,Hela_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.11.03.zarr.zip,Hela_3_N4BP2_Z-stack_HF_03_2024-03-06_YunHao_20.11.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_N4BP2,Hela_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.12.21.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_N4BP2_04,Hela_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.12.21.zarr.zip,Hela_3_N4BP2_Z-stack_HF_04_2024-03-06_YunHao_20.12.21.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_N4BP2,Hela_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_20.13.24.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_N4BP2_05,Hela_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_20.13.24.zarr.zip,Hela_3_N4BP2_Z-stack_HF_05_2024-03-06_YunHao_20.13.24.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_N4BP2,Hela_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_20.14.32.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000078177,N4BP2,N4BP2,Q86UW6,HPA042607,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_N4BP2_06,Hela_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_20.14.32.zarr.zip,Hela_3_N4BP2_Z-stack_HF_06_2024-03-06_YunHao_20.14.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-N4BP2; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_CHID1,Hela_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_21.41.54.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_CHID1_01,Hela_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_21.41.54.zarr.zip,Hela_4_CHID1_Z-stack_HF_01_2024-03-06_YunHao_21.41.54.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_CHID1,Hela_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_21.39.57.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_CHID1_02,Hela_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_21.39.57.zarr.zip,Hela_4_CHID1_Z-stack_HF_02_2024-03-06_YunHao_21.39.57.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_CHID1,Hela_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.38.34.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_CHID1_03,Hela_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.38.34.zarr.zip,Hela_4_CHID1_Z-stack_HF_03_2024-03-06_YunHao_21.38.34.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_CHID1,Hela_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.36.32.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_CHID1_04,Hela_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.36.32.zarr.zip,Hela_4_CHID1_Z-stack_HF_04_2024-03-06_YunHao_21.36.32.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_CHID1,Hela_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.35.35.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_CHID1_05,Hela_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.35.35.zarr.zip,Hela_4_CHID1_Z-stack_HF_05_2024-03-06_YunHao_21.35.35.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_CHID1,Hela_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.34.33.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000177830,CHID1,CHID1,Q9BWS9,HPA039374,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_CHID1_06,Hela_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.34.33.zarr.zip,Hela_4_CHID1_Z-stack_HF_06_2024-03-06_YunHao_21.34.33.zarr.zip,,raw,DAPI-Nucleus; Alexa488-CHID1; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_COPA,Hela_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_22.12.56.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_COPA_01,Hela_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_22.12.56.zarr.zip,Hela_5_COPA_Z-stack_HF_01_2024-03-06_YunHao_22.12.56.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_COPA,Hela_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_22.14.22.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_COPA_02,Hela_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_22.14.22.zarr.zip,Hela_5_COPA_Z-stack_HF_02_2024-03-06_YunHao_22.14.22.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_COPA,Hela_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_22.16.03.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_COPA_03,Hela_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_22.16.03.zarr.zip,Hela_5_COPA_Z-stack_HF_03_2024-03-06_YunHao_22.16.03.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_COPA,Hela_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_22.18.06.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_COPA_04,Hela_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_22.18.06.zarr.zip,Hela_5_COPA_Z-stack_HF_04_2024-03-06_YunHao_22.18.06.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_COPA,Hela_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.20.57.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_COPA_05,Hela_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.20.57.zarr.zip,Hela_5_COPA_Z-stack_HF_05_2024-03-06_YunHao_22.20.57.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_COPA,Hela_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_22.23.30.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000122218,COPA,COPA,P53621,HPA028024,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_COPA_06,Hela_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_22.23.30.zarr.zip,Hela_5_COPA_Z-stack_HF_06_2024-03-06_YunHao_22.23.30.zarr.zip,,raw,DAPI-Nucleus; Alexa488-COPA; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_ATP13A5,Hela_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.41.43.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_ATP13A5_01,Hela_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.41.43.zarr.zip,Hela_6_ATP13A5_Z-stack_HF_01_2024-03-06_YunHao_23.41.43.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_ATP13A5,Hela_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.42.58.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_ATP13A5_02,Hela_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.42.58.zarr.zip,Hela_6_ATP13A5_Z-stack_HF_02_2024-03-06_YunHao_23.42.58.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_ATP13A5,Hela_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.44.25.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_ATP13A5_03,Hela_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.44.25.zarr.zip,Hela_6_ATP13A5_Z-stack_HF_03_2024-03-06_YunHao_23.44.25.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_ATP13A5,Hela_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.45.55.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_ATP13A5_04,Hela_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.45.55.zarr.zip,Hela_6_ATP13A5_Z-stack_HF_04_2024-03-06_YunHao_23.45.55.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_ATP13A5,Hela_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.47.10.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_ATP13A5_05,Hela_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.47.10.zarr.zip,Hela_6_ATP13A5_Z-stack_HF_05_2024-03-06_YunHao_23.47.10.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_ATP13A5,Hela_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.48.47.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000187527,ATP13A5,ATP13A5,Q4VNC0,HPA031772,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_ATP13A5_06,Hela_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.48.47.zarr.zip,Hela_6_ATP13A5_Z-stack_HF_06_2024-03-06_YunHao_23.48.47.zarr.zip,,raw,DAPI-Nucleus; Alexa488-ATP13A5; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_MESD,Hela_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.13.20.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_MESD_01,Hela_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.13.20.zarr.zip,Hela_7_MESD_Z-stack_HF_01_2024-03-07_YunHao_00.13.20.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_MESD,Hela_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_00.18.57.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_MESD_02,Hela_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_00.18.57.zarr.zip,Hela_7_MESD_Z-stack_HF_02_2024-03-07_YunHao_00.18.57.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
Hela_MESD,Hela_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_00.19.58.zarr,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,ENSG00000117899,MESD,MESD,Q14696,HPA039414,Atlas Antibodies,Alexa488 (Anti-rabbit Alexa488),Thermo A11034,Hela_MESD_03,Hela_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_00.19.58.zarr.zip,Hela_7_MESD_Z-stack_HF_03_2024-03-07_YunHao_00.19.58.zarr.zip,,raw,DAPI-Nucleus; Alexa488-MESD; Alexa555-a-Tubulin; Alexa647-Calreticulin
